term,year,level,country_code,country_name,school_type,characteristic_desc,characteristic_1,characteristic_2,enrolments,sess_possible,sess_overall,sess_authorised,sess_unauthorised,sess_overall_percent,sess_authorised_percent,sess_unauthorised_percent,enrolments_PA_10_exact,enrolments_pa_10_exact_percent,sess_possible_pa_10_exact,sess_overall_pa_10_exact,sess_authorised_pa_10_exact,sess_unauthorised_pa_10_exact,sess_overall_percent_pa_10_exact,sess_authorised_percent_pa_10_exact,sess_unauthorised_percent_pa_10_exact,sess_auth_illness,sess_auth_appointments,sess_auth_religious,sess_auth_study,sess_auth_traveller,sess_auth_holiday,sess_auth_ext_holiday,sess_auth_excluded,sess_auth_other,sess_auth_totalreasons,sess_unauth_holiday,sess_unauth_late,sess_unauth_other,sess_unauth_noyet,sess_unauth_totalreasons,sess_overall_totalreasons
six half terms,201415,National,E92000001,England,Special,,Ethnicity_Minor_Any_other_Mixed_background,,1630,568481,51804,42597,9207,9.1,7.5,1.6,470,28.8,159483,35887,28309,7578,22.5,17.8,4.8,24698,6011,235,69,9,1897,.,1338,8134,42391,677,765,6929,830,9201,51592
six half terms,201415,National,E92000001,England,Special,,Ethnicity_Major_Asian_Total,,7655,2720365,292061,261005,31056,10.7,9.6,1.1,2615,34.1,928358,210745,186837,23908,22.7,20.1,2.6,172127,37863,5466,102,12,13160,.,1230,29044,259004,7633,2638,18077,2332,30680,289684
six half terms,201415,National,E92000001,England,Special,,Ethnicity_Minor_Indian,,1370,487791,44063,40034,4029,9,8.2,0.8,375,27.2,132822,29067,26115,2952,21.9,19.7,2.2,25110,7044,427,37,0,3046,.,105,4260,40029,1625,388,1764,228,4005,44034
six half terms,201415,National,E92000001,England,Special,,Ethnicity_Minor_Pakistani,,3740,1324956,152997,136565,16432,11.5,10.3,1.2,1365,36.5,483721,114063,101478,12585,23.6,21,2.6,89727,19325,3178,44,5,6310,.,828,16421,135838,4539,1485,9037,1244,16305,152143
six half terms,201415,National,E92000001,England,Special,,Ethnicity_Minor_Bangladeshi,,1235,446287,50656,45194,5462,11.4,10.1,1.2,480,38.8,172732,37597,33287,4310,21.8,19.3,2.5,31571,5597,1336,14,7,1494,.,99,3834,43952,773,418,3517,533,5241,49193
six half terms,201415,National,E92000001,England,Special,,Ethnicity_Minor_Any_other_Asian_background,,1310,461331,44345,39212,5133,9.6,8.5,1.1,395,30.1,139083,30018,25957,4061,21.6,18.7,2.9,25719,5897,525,7,0,2310,.,198,4529,39185,696,347,3759,327,5129,44314
six half terms,201415,National,E92000001,England,Special,,Ethnicity_Major_Black_Total,,5660,1999174,151030,122448,28582,7.6,6.1,1.4,1220,21.6,411400,95218,72440,22778,23.1,17.6,5.5,69147,19104,1199,233,21,4442,.,5260,22873,122279,2384,1774,21763,2638,28559,150838
six half terms,201415,National,E92000001,England,Special,,Ethnicity_Minor_Black_Caribbean,,1385,476043,42048,32358,9690,8.8,6.8,2,375,27.2,122234,29886,21761,8125,24.4,17.8,6.6,15160,3913,28,106,8,1344,.,3098,8580,32237,462,559,8001,666,9688,41925
six half terms,201415,National,E92000001,England,Special,,Ethnicity_Minor_Black_African,,3380,1207795,84840,71198,13642,7,5.9,1.1,645,19.1,221414,49740,39333,10407,22.5,17.8,4.7,43657,12284,1102,113,11,2545,.,1335,10105,71152,1414,810,10058,1359,13641,84793
six half terms,201415,National,E92000001,England,Special,,Ethnicity_Minor_Any_other_black_background,,895,315336,24142,18892,5250,7.7,6,1.7,200,22.1,67752,15592,11346,4246,23,16.7,6.3,10330,2907,69,14,2,553,.,827,4188,18890,508,405,3704,613,5230,24120
six half terms,201415,National,E92000001,England,Special,,Ethnicity_Major_Chinese,,220,80556,4753,4292,461,5.9,5.3,0.6,35,15.4,12175,2475,2156,319,20.3,17.7,2.6,2715,687,0,0,0,437,.,14,439,4292,70,22,347,22,461,4753
six half terms,201415,National,E92000001,England,Special,,Ethnicity_Major_Any_Other_Ethnic_Group,,1230,431755,45957,38666,7291,10.6,9,1.7,415,33.8,143620,32869,26868,6001,22.9,18.7,4.2,23044,6283,498,16,28,2371,.,315,5683,38238,1444,558,4404,824,7230,45468
six half terms,201415,National,E92000001,England,Special,,Ethnicity_Minority_Ethnic_Group,,22560,7948068,772847,646320,126527,9.7,8.1,1.6,6710,29.7,2308892,542358,438022,104336,23.5,19,4.5,388327,96519,7752,853,2455,29882,.,13327,103641,642756,15593,7737,93883,8542,125755,768511
six half terms,201415,National,E92000001,England,Special,,Ethnicity_Major_Unclassified,,1960,468024,63129,46282,16847,13.5,9.9,3.6,800,40.9,162402,51307,35697,15610,31.6,22,9.6,20810,5140,183,101,52,1723,.,1761,15949,45719,719,512,13464,1723,16418,62137
six half terms,201415,National,E92000001,England,Special,,NC_Year_1_and_below,,4685,1675785,160514,149814,10700,9.6,8.9,0.6,1405,30,503756,105431,97360,8071,20.9,19.3,1.6,103392,22050,686,7,97,7224,.,59,15847,149362,2230,926,6246,1298,10700,160062
six half terms,201415,National,E92000001,England,Special,,NC_Year_2,,5065,1821515,155965,142466,13499,8.6,7.8,0.7,1305,25.8,466444,95990,86170,9820,20.6,18.5,2.1,96323,22731,701,0,122,7639,.,179,14505,142200,2717,1346,8258,1138,13459,155659
six half terms,201415,National,E92000001,England,Special,,NC_Year_3,,5480,1968318,159527,146262,13265,8.1,7.4,0.7,1315,24,470082,97626,88491,9135,20.8,18.8,1.9,94735,22914,808,2,45,8142,.,935,18585,146166,2524,1124,8264,1227,13139,159305
six half terms,201415,National,E92000001,England,Special,,NC_Year_4,,5860,2125240,164122,147401,16721,7.7,6.9,0.8,1330,22.7,475026,97684,85985,11699,20.6,18.1,2.5,96498,23223,825,6,288,7750,.,1333,17364,147287,2688,1284,11239,1499,16710,163997
six half terms,201415,National,E92000001,England,Special,,NC_Year_5,,6270,2275801,179125,159044,20081,7.9,7,0.9,1365,21.8,488340,107584,93067,14517,22,19.1,3,99253,24383,734,0,114,8037,.,2089,24011,158621,2849,1399,14111,1511,19870,178491
six half terms,201415,National,E92000001,England,Special,,NC_Year_6,,6700,2419885,186492,161326,25166,7.7,6.7,1,1505,22.5,532526,113598,94597,19001,21.3,17.8,3.6,97533,25641,802,16,245,8696,.,3418,24709,161060,2939,1688,18781,1719,25127,186187
six half terms,201415,National,E92000001,England,Special,,NC_Year_7,,9270,3355044,258075,213807,44268,7.7,6.4,1.3,2090,22.5,727081,160284,126096,34188,22,17.3,4.7,124026,32650,974,7,440,9576,.,6346,36918,210937,4867,2508,33993,2281,43649,254586
six half terms,201415,National,E92000001,England,Special,,NC_Year_8,,9435,3383013,291711,234268,57443,8.6,6.9,1.7,2395,25.4,824573,196268,148245,48023,23.8,18,5.8,134352,33915,939,25,606,9266,.,9183,42505,230791,4744,2514,47088,2334,56680,287471
six half terms,201415,National,E92000001,England,Special,,NC_Year_9,,9955,3567520,361479,270023,91456,10.1,7.6,2.6,2960,29.7,1006468,265544,184629,80915,26.4,18.3,8,144307,36310,885,27,485,9729,.,13386,61580,266709,5294,3738,77918,3221,90171,356880
six half terms,201415,National,E92000001,England,Special,,NC_Year_10,,10430,3736700,426088,303429,122659,11.4,8.1,3.3,3420,32.8,1168269,331020,219036,111984,28.3,18.7,9.6,151791,38056,840,310,386,9417,.,14660,84833,300293,4776,4393,107698,4667,121534,421827
six half terms,201415,National,E92000001,England,Special,,NC_Year_11,,10160,3006072,389732,260566,129166,13,8.7,4.3,3545,34.9,1016192,317057,195583,121474,31.2,19.2,12,125206,30360,198,5213,732,5342,.,9292,81258,257601,2846,4280,115326,3729,126181,383782
six half terms,201415,National,E92000001,England,Special,,NC_Year_12_and_above,,25,7344,879,798,81,12,10.9,1.1,5,22.2,1712,560,506,54,32.7,29.6,3.2,285,352,2,2,0,14,.,6,137,798,0,0,75,6,81,879
six half terms,201415,National,E92000001,England,Special,,NC_Year_Not_followed_or_missing,,2035,334684,44909,34251,10658,13.4,10.2,3.2,820,40.3,102109,36387,26529,9858,35.6,26,9.7,15733,3884,64,10,51,870,.,1644,11183,33439,480,312,9449,381,10622,44061
six half terms,201415,National,E92000001,England,Special,,FSM_eligible,,32520,11501919,1212174,898359,313815,10.5,7.8,2.7,10345,31.8,3548413,882054,606202,275852,24.9,17.1,7.8,520223,119781,3079,2243,1716,28491,.,31460,186173,893166,15845,13667,268177,12440,310129,1203295
six half terms,201415,National,E92000001,England,Special,,FSM_Not_eligible,,51455,18073596,1539362,1307028,232334,8.5,7.2,1.3,12435,24.2,4182250,1017336,823246,194090,24.3,19.7,4.6,757415,195464,5367,3382,1844,63031,.,29426,238173,1294102,22937,11770,181896,12213,228816,1522918
six half terms,201415,National,E92000001,England,Special,,FSM_unclassified,,1395,101406,27082,18068,9014,26.7,17.8,8.9,680,48.8,51915,25643,16846,8797,49.4,32.4,16.9,5796,1224,12,0,51,180,.,1644,9089,17996,172,75,8373,358,8978,26974
six half terms,201415,National,E92000001,England,Special,,FSM_eligible_in_last_6_years,,44865,15618781,1632835,1209531,423304,10.5,7.7,2.7,14075,31.4,4699758,1189799,816947,372852,25.3,17.4,7.9,678099,160032,4116,3799,2150,39397,.,47554,264502,1199649,21691,17847,361173,16952,417663,1617312
six half terms,201415,National,E92000001,England,Special,,FSM_not_eligible_in_last_6_years,,39425,13933224,1115015,992086,122929,8,7.1,0.9,8820,22.4,3021789,706925,609732,97193,23.4,20.2,3.2,598828,154508,4276,1795,1396,51900,.,12858,158523,984084,17020,7580,89474,7367,121441,1105525
six half terms,201415,National,E92000001,England,Special,,FSM_unclassified_in_last_6_years,,1075,124916,30768,21838,8930,24.6,17.5,7.1,565,52.5,61031,28309,19615,8694,46.4,32.1,14.2,6507,1929,66,31,65,405,.,2118,10410,21531,243,85,7799,692,8819,30350
six half terms,201415,National,E92000001,England,Special,,SEN_provision_No_identified_SEN,,435,44823,12589,11386,1203,28.1,25.4,2.7,180,40.8,29579,12081,10945,1136,40.8,37,3.8,3963,1148,3,19,0,129,.,26,6098,11386,40,50,833,280,1203,12589
six half terms,201415,National,E92000001,England,Special,,SEN_provision_Statement_or_EHCP,,81500,29017319,2616903,2102920,513983,9,7.2,1.8,21400,26.3,7403661,1774801,1335564,439237,24,18,5.9,1246108,308120,8349,5163,3480,90354,.,57410,365817,2084801,37874,24319,421953,22633,506779,2591580
six half terms,201415,National,E92000001,England,Special,,SEN_provision_SEN_Support,,2040,513599,122083,91110,30973,23.8,17.7,6,1200,58.9,297649,112547,82968,29579,37.8,27.9,9.9,27581,5978,94,443,80,1039,.,3464,52431,91110,868,1068,27297,1740,30973,122083
six half terms,201415,National,E92000001,England,Special,,SEN_provision_Unclassified,,1390,101180,27043,18039,9004,26.7,17.8,8.9,680,48.7,51689,25604,16817,8787,49.5,32.5,17,5782,1223,12,0,51,180,.,1630,9089,17967,172,75,8363,358,8968,26935
six half terms,201415,National,E92000001,England,Special,,SEN_primary_need_Autistic_spectrum_disorder,,20040,7249250,479757,415216,64541,6.6,5.7,0.9,3635,18.1,1273587,259630,211844,47786,20.4,16.6,3.8,270325,48545,2061,400,890,24037,.,4521,61861,412640,8932,5409,43889,5391,63621,476261
six half terms,201415,National,E92000001,England,Special,,SEN_primary_need_Hearing_impairment,,780,277683,20285,16909,3376,7.3,6.1,1.2,165,21.4,58646,10873,8309,2564,18.5,14.2,4.4,10320,4103,196,12,0,600,.,282,1239,16752,427,144,2631,105,3307,20059
six half terms,201415,National,E92000001,England,Special,,SEN_primary_need_Moderate_learning_difficulty,,14145,5011235,355470,284692,70778,7.1,5.7,1.4,2965,21,1018692,206149,150724,55425,20.2,14.8,5.4,179205,46434,1051,744,371,12736,.,5799,36061,282401,6721,4168,55149,4093,70131,352532
six half terms,201415,National,E92000001,England,Special,,SEN_primary_need_Multi-sensory_impairment,,155,54234,6461,6306,155,11.9,11.6,0.3,60,39,21801,5016,4948,68,23,22.7,0.3,3708,1363,30,0,0,161,.,82,915,6259,48,19,79,5,151,6410
six half terms,201415,National,E92000001,England,Special,,SEN_primary_need_No_specialist_assessment,,75,21389,4993,2241,2752,23.3,10.5,12.9,50,66.2,14304,4675,2013,2662,32.7,14.1,18.6,769,171,2,31,94,16,.,352,806,2241,40,43,2117,552,2752,4993
six half terms,201415,National,E92000001,England,Special,,SEN_primary_need_Other_difficulty/disability,,965,319625,40541,35763,4778,12.7,11.2,1.5,310,32.3,94938,31195,27146,4049,32.9,28.6,4.3,15116,4594,58,102,0,817,.,535,14457,35679,263,286,3652,448,4649,40328
six half terms,201415,National,E92000001,England,Special,,SEN_primary_need_Physical_disability,,2565,909749,106169,99221,6948,11.7,10.9,0.8,975,38,345274,80379,74663,5716,23.3,21.6,1.7,57863,22632,410,15,55,3650,.,161,11763,96549,805,493,4882,720,6900,103449
six half terms,201415,National,E92000001,England,Special,,SEN_primary_need_Profound_and_multiple_learning_difficulty,,6235,2283562,357744,339083,18661,15.7,14.8,0.8,2955,47.4,1082270,300509,283985,16524,27.8,26.2,1.5,222556,54706,1165,7,0,10710,.,56,48767,337967,2847,1865,12256,1655,18623,356590
six half terms,201415,National,E92000001,England,Special,,SEN_primary_need_Social_emotional_and_mental_health,,13025,4317335,696112,402114,293998,16.1,9.3,6.8,5795,44.5,1857262,599537,324734,274803,32.3,17.5,14.8,141711,29878,233,3907,825,5570,.,43225,172164,397513,7020,7057,271601,4333,290011,687524
six half terms,201415,National,E92000001,England,Special,,SEN_primary_need_Speech_language_and_communications_needs,,4845,1724382,108264,90698,17566,6.3,5.3,1,835,17.3,288540,54524,42007,12517,18.9,14.6,4.3,56509,14522,502,111,580,4444,.,1051,11139,88858,2241,1433,11981,1149,16804,105662
six half terms,201415,National,E92000001,England,Special,,SEN_primary_need_Severe_learning_difficulty,,18335,6682850,488450,441615,46835,7.3,6.6,0.7,4000,21.8,1435958,279474,245741,33733,19.5,17.1,2.3,287340,77506,2419,34,725,26640,.,2458,43062,440184,8398,3752,29847,4659,46656,486840
six half terms,201415,National,E92000001,England,Special,,SEN_primary_need_Specific_learning_difficulty,,1190,407276,34593,28272,6321,8.5,6.9,1.6,325,27.2,105987,22744,17451,5293,21.5,16.5,5,16711,4669,109,101,0,1081,.,545,4621,27837,588,502,4700,307,6097,33934
six half terms,201415,National,E92000001,England,Special,,SEN_primary_need_Visual_impairment,,440,157003,14945,13628,1317,9.5,8.7,0.8,130,29.6,45556,9781,8764,1017,21.5,19.2,2.2,7133,3642,140,6,0,541,.,52,1672,13186,193,61,959,18,1231,14417
six half terms,201415,National,E92000001,England,Special,,SEN_primary_need_Unclassified,,645,90624,20728,15020,5708,22.9,16.6,6.3,335,52.1,44372,18854,13351,5503,42.5,30.1,12.4,3142,1107,65,77,20,331,.,1346,8505,14593,177,141,4646,633,5597,20190
six half terms,201415,National,E92000001,England,Special,,First_language_Known_or_believed_to_be_English,,73030,25321333,2332803,1835562,497241,9.2,7.2,2,19445,26.6,6395830,1608221,1175586,432635,25.1,18.4,6.8,1037996,256113,2059,5406,3503,72292,.,60288,382119,1819776,27616,21925,420759,20180,490480,2310256
six half terms,201415,National,E92000001,England,Special,,First_language_Known_or_believed_to_be_other_than_English,,12060,4269286,435943,380323,55620,10.2,8.9,1.3,3915,32.4,1357416,309151,265138,44013,22.8,19.5,3.2,241260,59327,6366,206,108,19088,.,2099,49474,377928,11232,3466,36069,4376,55143,433071
six half terms,201415,National,E92000001,England,Special,,First_language_Unclassified,,280,86302,9872,7570,2302,11.4,8.8,2.7,100,35.8,29332,7661,5570,2091,26.1,19,7.1,4178,1029,33,13,0,322,.,143,1842,7560,106,121,1618,455,2300,9860
six half terms,201314,National,E92000001,England,Total,,Total,,6554005,2308294152,104022782,79673983,24348799,4.5,3.5,1.1,699560,10.7,222665328,38716839,25271763,13445076,17.4,11.3,6,59982833,7134816,1028739,742675,267447,2664677,.,1388752,6200279,79413858,6109513,1428790,14450551,2273653,24262507,103676365
six half terms,201314,National,E92000001,England,Total,,Gender_male,,3352160,1180328218,52987151,40541571,12445580,4.5,3.4,1.1,355180,10.6,113030340,19750074,12876881,6873193,17.5,11.4,6.1,30131451,3546720,534069,385022,139659,1355376,.,1051889,3242173,40388303,3070256,746151,7412010,1171465,12399882,52788185
six half terms,201314,National,E92000001,England,Total,,Gender_female,,3201845,1127965934,51035631,39132412,11903219,4.5,3.5,1.1,344380,10.8,109634988,18966765,12394882,6571883,17.3,11.3,6,29851382,3588096,494670,357653,127788,1309301,.,336863,2958106,39025555,3039257,682639,7038541,1102188,11862625,50888180
six half terms,201314,National,E92000001,England,Total,,Ethnicity_Major_White_Total,,5019600,1778032733,81793292,63178191,18615101,4.6,3.6,1,552315,11,177940420,31361384,20646466,10714918,17.6,11.6,6,48263020,5690730,83374,610169,260434,2137014,.,1084333,4856542,62987537,4529943,1081872,11321299,1620748,18553862,81541399
six half terms,201314,National,E92000001,England,Total,,Ethnicity_Minor_White_British,,4658345,1654592031,74824520,58353567,16470953,4.5,3.5,1,494315,10.6,160392878,28181943,18779697,9402246,17.6,11.7,5.9,44750071,5291944,43156,582626,85836,1979444,.,1014895,4431273,58180833,4066472,1000118,9942002,1408198,16416790,74597623
six half terms,201314,National,E92000001,England,Total,,Ethnicity_Minor_Irish,,20200,7084284,359721,277442,82279,5.1,3.9,1.2,2710,13.4,841119,154706,99697,55009,18.4,11.9,6.5,200124,24703,499,3456,4738,6757,.,4387,30671,275335,12251,5324,54495,9779,81849,357184
six half terms,201314,National,E92000001,England,Total,,Ethnicity_Minor_Traveller_of_Irish_heritage,,5440,1563955,299716,174077,125639,19.2,11.1,8,3500,64.3,955620,268972,152897,116075,28.1,16,12.1,65268,6419,188,182,71410,1174,.,5355,23717,173713,5950,4944,104702,9897,125493,299206
six half terms,201314,National,E92000001,England,Total,,Ethnicity_Minor_Gypsy_Roma,,21150,6564649,870471,478982,391489,13.3,7.3,6,10815,51.1,3181146,698617,366219,332398,22,11.5,10.4,276939,29241,681,707,94322,3977,.,15556,56931,478354,31213,13507,315027,30409,390156,868510
six half terms,201314,National,E92000001,England,Total,,Ethnicity_Minor_Any_other_white_background,,314460,108227814,5438864,3894123,1544741,5,3.6,1.4,40975,13,12569657,2057146,1247956,809190,16.4,9.9,6.4,2970618,338423,38850,23198,4128,145662,.,44140,313950,3879302,414057,57979,905073,162465,1539574,5418876
six half terms,201314,National,E92000001,England,Total,,Ethnicity_Major_Mixed_Total,,318695,111426702,5306863,3900620,1406243,4.8,3.5,1.3,39195,12.3,12334946,2121154,1305301,815853,17.2,10.6,6.6,2899776,335117,50979,30070,773,123324,.,92078,354367,3886707,265735,120230,869197,146225,1401387,5288094
six half terms,201314,National,E92000001,England,Total,,Ethnicity_Minor_White_and_Black_Caribbean,,94435,32875861,1788351,1253377,534974,5.4,3.8,1.6,14685,15.6,4654128,823771,485759,338012,17.7,10.4,7.3,940758,105275,1725,7529,49,26150,.,45325,122031,1248846,71343,50901,353614,57055,532913,1781759
six half terms,201314,National,E92000001,England,Total,,Ethnicity_Minor_White_and_Black_African,,39950,13887566,600747,442763,157984,4.3,3.2,1.1,4275,10.7,1308593,218773,135245,83528,16.7,10.3,6.4,330457,38795,5627,2665,105,13036,.,9671,41023,441394,32483,14004,93020,17913,157420,598814
six half terms,201314,National,E92000001,England,Total,,Ethnicity_Minor_White_and_Asian,,71645,25285668,1105286,852978,252308,4.4,3.4,1,7360,10.3,2326452,393059,255121,137938,16.9,11,5.9,629959,72051,21290,8428,190,34543,.,10950,72074,849639,64662,17664,146016,23138,251480,1101119
six half terms,201314,National,E92000001,England,Total,,Ethnicity_Minor_Any_other_Mixed_background,,112665,39377607,1812479,1351502,460977,4.6,3.4,1.2,12875,11.4,4045773,685551,429176,256375,16.9,10.6,6.3,998602,118996,22337,11448,429,49595,.,26132,119239,1346828,97247,37661,276547,48119,459574,1806402
six half terms,201314,National,E92000001,England,Total,,Ethnicity_Major_Asian_Total,,649325,228359969,9728249,7428713,2299536,4.3,3.3,1,57875,8.9,18547885,2837289,1873269,964020,15.3,10.1,5.2,5276806,596988,682057,56780,372,240956,.,62955,477589,7395479,858165,89477,1103154,237870,2288666,9684145
